车牌号,云A002CJ,2019/05/16 11:12:54.000000000,检查站核查,检查站核查,530821200000,,,,
车牌号,云A006E9,2019/05/16 16:24:02.000000000,检查站核查,检查站核查,530100290200,,,,
车牌号,云A017BM,2019/05/16 15:56:23.000000000,检查站核查,检查站核查,530181530000,,,,
车牌号,云A019MZ,2019/05/16 15:44:31.000000000,检查站核查,检查站核查,530100290000,,,,
车牌号,云A028DK,2019/05/16 12:40:07.000000000,检查站核查,检查站核查,530111100000,,,,
车牌号,云A029FM,2019/05/16 15:39:47.000000000,检查站核查,检查站核查,530102500000,,,,
车牌号,云A032CS,2019/05/16 19:48:31.000000000,检查站核查,检查站核查,530622131000,,,,
车牌号,云A036XL,2019/05/16 08:09:01.000000000,检查站核查,检查站核查,530100211201,,,,
车牌号,云A037EH,2019/05/16 10:08:23.000000000,检查站核查,检查站核查,530181510100,,,,
车牌号,云A056EA,2019/05/16 21:35:18.000000000,检查站核查,检查站核查,530181510100,,,,
车牌号,云A059BT,2019/05/16 05:53:19.000000000,检查站核查,检查站核查,530181510100,,,,
车牌号,云A061RK,2019/05/16 18:32:05.000000000,检查站核查,检查站核查,530122090100,,,,
车牌号,云A075QR,2019/05/16 07:37:14.000000000,检查站核查,检查站核查,530181140700,,,,
车牌号,云A078WB,2019/05/16 21:06:02.000000000,检查站核查,检查站核查,530111680000,,,,
车牌号,云A07DOQ,2019/05/16 15:27:21.000000000,检查站核查,检查站核查,530100211206,,,,
车牌号,云A0D13Y,2019/05/16 19:28:39.000000000,检查站核查,检查站核查,530102120400,,,,
车牌号,云A0FG82,2019/05/16 08:40:28.000000000,检查站核查,检查站核查,530630220000,,,,
车牌号,云A0G05G,2019/05/16 21:55:43.000000000,检查站核查,检查站核查,530102620000,,,,
车牌号,云A0M8J5,2019/05/16 19:33:50.000000000,检查站核查,检查站核查,530122460000,,,,
车牌号,云A0MN01,2019/05/16 15:48:52.000000000,检查站核查,检查站核查,530181140900,,,,
车牌号,云A0P01D,2019/05/16 19:25:32.000000000,检查站核查,检查站核查,530112120000,,,,
车牌号,云A0PE32,2019/05/16 21:05:23.000000000,检查站核查,检查站核查,530102480000,,,,
车牌号,云A0VR93,2019/05/16 14:16:36.000000000,检查站核查,检查站核查,530100210602,,,,
车牌号,云A0WJ91,2019/05/16 21:22:56.000000000,检查站核查,检查站核查,530181530000,,,,
车牌号,云A0XY22,2019/05/16 14:54:24.000000000,检查站核查,检查站核查,530181000000,,,,
车牌号,云A100TU,2019/05/16 09:25:25.000000000,检查站核查,检查站核查,530113460000,,,,
车牌号,云A1065H,2019/05/16 21:23:05.000000000,检查站核查,检查站核查,530181000000,,,,
车牌号,云A120JD,2019/05/16 21:12:17.000000000,检查站核查,检查站核查,530181530000,,,,
车牌号,云A123D8,2019/05/16 04:22:29.000000000,检查站核查,检查站核查,530111610000,,,,
车牌号,云A172PF,2019/05/16 18:20:40.000000000,检查站核查,检查站核查,530112480000,,,,
车牌号,云A177DP,2019/05/16 10:24:18.000000000,检查站核查,检查站核查,530112470000,,,,
车牌号,云A182RC,2019/05/16 20:09:11.000000000,检查站核查,检查站核查,530181530000,,,,
车牌号,云A187JM,2019/05/16 21:04:29.000000000,检查站核查,检查站核查,530181450000,,,,
车牌号,云A189QC,2019/05/16 00:18:20.000000000,检查站核查,检查站核查,530112470000,,,,
车牌号,云A1AC93,2019/05/16 10:06:09.000000000,检查站核查,检查站核查,530181000000,,,,
车牌号,云A1B6J1,2019/05/16 10:57:40.000000000,检查站核查,检查站核查,530112480000,,,,
车牌号,云A1C9B7,2019/05/16 10:04:42.000000000,检查站核查,检查站核查,530627220000,,,,
车牌号,云A1D3G7,2019/05/16 18:35:51.000000000,检查站核查,检查站核查,530122090100,,,,
车牌号,云A1E5L9,2019/05/16 07:28:08.000000000,检查站核查,检查站核查,530181140700,,,,
车牌号,云A1F7L5,2019/05/16 19:55:48.000000000,检查站核查,检查站核查,530622131000,,,,
车牌号,云A1J58M,2019/05/16 09:06:30.000000000,检查站核查,检查站核查,530102500200,,,,
车牌号,云A1JS98,2019/05/16 20:13:19.000000000,检查站核查,检查站核查,530100210703,,,,
车牌号,云A1NK87,2019/05/16 20:17:42.000000000,检查站核查,检查站核查,530181510100,,,,
车牌号,云A1P9K3,2019/05/16 20:44:27.000000000,检查站核查,检查站核查,530121121100,,,,
车牌号,云A1R7B9,2019/05/15 23:50:27.000000000,检查站核查,检查站核查,530181490000,,,,
车牌号,云A1T6P9,2019/05/16 21:24:06.000000000,检查站核查,检查站核查,530181141300,,,,
车牌号,云A1WJ38,2019/05/16 06:23:47.000000000,检查站核查,检查站核查,530181140600,,,,
车牌号,云A231AB,2019/05/16 09:42:23.000000000,检查站核查,检查站核查,530100211101,,,,
车牌号,云A250CF,2019/05/16 09:46:55.000000000,检查站核查,检查站核查,530102510000,,,,
车牌号,云A259MQ,2019/05/16 21:02:42.000000000,检查站核查,检查站核查,530181141300,,,,
车牌号,云A25L96,2019/05/16 19:30:15.000000000,检查站核查,检查站核查,530100211104,,,,
车牌号,云A265R9,2019/05/16 21:16:47.000000000,检查站核查,检查站核查,530181530000,,,,
车牌号,云A2928U,2019/05/16 21:51:02.000000000,检查站核查,检查站核查,530103620000,,,,
车牌号,云A294S1,2019/05/16 15:19:40.000000000,检查站核查,检查站核查,530100211203,,,,
车牌号,云A299GV,2019/05/16 20:30:29.000000000,检查站核查,检查站核查,530181150000,,,,
车牌号,云A2F3R7,2019/05/16 08:56:08.000000000,检查站核查,检查站核查,532923230000,,,,
车牌号,云A2G5T8,2019/05/16 11:22:43.000000000,检查站核查,检查站核查,530100211103,,,,
车牌号,云A2GR89,2019/05/16 21:27:47.000000000,检查站核查,检查站核查,530111630000,,,,
车牌号,云A2H8Q9,2019/05/16 17:15:18.000000000,检查站核查,检查站核查,530181140900,,,,
车牌号,云A2MU70,2019/05/16 15:18:41.000000000,检查站核查,检查站核查,530100290000,,,,
车牌号,云A2N99A,2019/05/16 21:53:30.000000000,检查站核查,检查站核查,530181520300,,,,
车牌号,云A2R67J,2019/05/16 19:25:29.000000000,检查站核查,检查站核查,530121490000,,,,
车牌号,云A2RN08,2019/05/16 10:21:18.000000000,检查站核查,检查站核查,530181470000,,,,
车牌号,云A2T78R,1970/01/02 20:47:58.000000000,检查站核查,检查站核查,530112410000,,,,
车牌号,云A2U07Y,2019/05/16 10:27:31.000000000,检查站核查,检查站核查,530181140900,,,,
车牌号,云A2WJ60,2019/05/16 21:04:27.000000000,检查站核查,检查站核查,530181140900,,,,
车牌号,云A2XK12,2019/05/16 21:12:43.000000000,检查站核查,检查站核查,530126490000,,,,
车牌号,云A303EG,2019/05/16 12:55:08.000000000,检查站核查,检查站核查,530181140700,,,,
车牌号,云A306AT,2019/05/16 11:02:27.000000000,检查站核查,检查站核查,530181490000,,,,
车牌号,云A312QF,2019/05/16 11:47:27.000000000,检查站核查,检查站核查,530100211106,,,,
车牌号,云A3187J,2019/05/16 09:58:00.000000000,检查站核查,检查站核查,530121500000,,,,
车牌号,云A320QS,2019/05/16 00:26:19.000000000,检查站核查,检查站核查,530111710000,,,,
车牌号,云A327DR,2019/05/16 08:03:55.000000000,检查站核查,检查站核查,530100211205,,,,
车牌号,云A328KK,2019/05/16 18:58:04.000000000,检查站核查,检查站核查,530102120200,,,,
车牌号,云A333AB,2019/05/16 00:39:01.000000000,检查站核查,检查站核查,530125020000,,,,
车牌号,云A33X03,2019/05/16 18:57:05.000000000,检查站核查,检查站核查,530102120200,,,,
车牌号,云A363U9,2019/05/16 09:56:47.000000000,检查站核查,检查站核查,530181140900,,,,
车牌号,云A380TA,2019/05/16 06:08:50.000000000,检查站核查,检查站核查,530181510100,,,,
车牌号,云A383LA,2019/05/16 10:08:12.000000000,检查站核查,检查站核查,530121500000,,,,
车牌号,云A398FX,2019/05/16 18:19:33.000000000,检查站核查,检查站核查,530112480000,,,,
车牌号,云A3CR01,2019/05/16 00:42:19.000000000,检查站核查,检查站核查,530125020000,,,,
车牌号,云A3E1B1,2019/05/16 14:22:24.000000000,检查站核查,检查站核查,530111710000,,,,
车牌号,云A3E59Y,2019/05/16 06:05:25.000000000,检查站核查,检查站核查,530181510100,,,,
车牌号,云A3H81S,2019/05/16 00:31:19.000000000,检查站核查,检查站核查,530125020000,,,,
车牌号,云A3M13F,2019/05/16 11:14:04.000000000,检查站核查,检查站核查,530181140700,,,,
车牌号,云A3N03C,2019/05/16 14:31:03.000000000,检查站核查,检查站核查,530112430300,,,,
车牌号,云A3N57G,2019/05/16 10:00:53.000000000,检查站核查,检查站核查,530121500000,,,,
车牌号,云A3P06M,2019/05/16 20:33:10.000000000,检查站核查,检查站核查,530102500000,,,,
车牌号,云A3U9Y0,2019/05/16 09:40:39.000000000,检查站核查,检查站核查,530102480000,,,,
